Asset Name,Asset Id,Data Date (UTC), Latitude, Longitude, Speed, Heading, Report Body
iES 6620,300434064056620,2023-06-08 17:30:13, 37° 20.33804 ', -122° 0.19300 ', 0.00, 0.0000000, 07-5F-E9-8C-B8-EA-72-BF
iES 6620,300434064056620,2023-06-08 17:00:13, 37° 20.33804 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-BB-D0-40-A1-7A-5E-ED-3C
iES 6620,300434064056620,2023-06-08 16:29:56, 37° 20.33997 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-01-09-19-9E-85-F9-B5-F5
iES 6620,300434064056620,2023-06-08 15:31:22, 37° 20.33869 ', -122° 0.19300 ', 0.00, 0.0000000, 10-7C-D5-44-BE-56-4D-21
iES 6620,300434064056620,2023-06-08 15:01:22, 37° 20.33933 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-4C-2C-3A-21-DE-99-B3-64
iES 6620,300434064056620,2023-06-08 14:31:03, 37° 20.34126 ', -122° 0.19043 ', 0.00, 0.0000000, 01-7B-89-19-66-8B-2D-38-2A-75
iES 6620,300434064056620,2023-06-08 14:00:04, 37° 20.33997 ', -122° 0.19043 ', 0.00, 0.0000000, 01-7B-54-F4-77-5B-04-9F-01-52
iES 6620,300434064056620,2023-06-08 13:31:23, 37° 20.34126 ', -122° 0.19043 ', 0.00, 0.0000000, 01-7B-89-19-66-8B-2D-38-2A-75
iES 6620,300434064056620,2023-06-08 13:00:54, 37° 20.33997 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-01-09-19-9E-85-F9-B5-F5
iES 6620,300434064056620,2023-06-08 12:31:19, 37° 20.33933 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-4C-2C-3A-21-DE-99-B3-64
iES 6620,300434064056620,2023-06-08 12:01:46, 37° 20.33675 ', -122° 0.19429 ', 0.00, 0.0000000, 01-7B-7B-35-69-4B-9B-2F-97-8D
iES 6620,300434064056620,2023-06-08 11:30:01, 37° 20.33869 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-CC-15-F2-6B-8D-03-5D-C2
iES 6620,300434064056620,2023-06-08 11:00:56, 37° 20.33997 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-01-09-19-9E-85-F9-B5-F5
iES 6620,300434064056620,2023-06-08 08:30:50, 37° 20.33869 ', -122° 0.19172 ', 0.00, 0.0000000, 35-29-FD-77-0D-1E-CD-C2
iES 6620,300434064056620,2023-06-08 08:00:50, 37° 20.33997 ', -122° 0.19172 ', 0.00, 0.0000000, 31-B5-E9-CC-BB-7D-C6-4E
iES 6620,300434064056620,2023-06-08 08:00:50, 37° 20.33869 ', -122° 0.19172 ', 0.00, 0.0000000, 35-29-FD-77-0D-1E-CD-C2
iES 6620,300434064056620,2023-06-08 08:00:50, 37° 20.33675 ', -122° 0.19429 ', 0.00, 0.0000000, B9-6F-71-D1-DE-1B-91-8A
iES 6620,300434064056620,2023-06-08 07:30:50, 37° 20.33997 ', -122° 0.19300 ', 0.00, 0.0000000, 01-7B-DC-13-62-D1-AD-2A-BF-A7
iES 6620,300434064056620,2023-06-08 07:01:10, 37° 20.33933 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-4C-2C-3A-21-DE-99-B3-64
iES 6620,300434064056620,2023-06-08 06:31:10, 37° 20.33289 ', -122° 0.19043 ', 0.00, 0.0000000, 01-7B-15-54-83-C3-CE-EE-82-C3
iES 6620,300434064056620,2023-06-08 05:01:19, 37° 20.34190 ', -122° 0.19172 ', 0.00, 0.0000000, D5-89-E3-17-20-41-35-6A
iES 6620,300434064056620,2023-06-08 04:31:19, 37° 20.33869 ', -122° 0.19043 ', 0.00, 0.0000000, D4-22-1C-F0-CC-CA-E5-6A
iES 6620,300434064056620,2023-06-08 04:01:19, 37° 20.33933 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-4C-2C-3A-21-DE-99-B3-64
iES 6620,300434064056620,2023-06-08 03:01:19, 37° 20.35156 ', -122° 0.19429 ', 0.00, 0.0000000, 2B-31-AA-82-60-2D-26-69
iES 6620,300434064056620,2023-06-08 02:31:19, 37° 20.34448 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-57-18-CD-49-29-4D-FB-C1
iES 6620,300434064056620,2023-06-08 02:01:03, 37° 20.33997 ', -122° 0.19429 ', 0.00, 0.0000000, 01-7B-C2-6A-2C-FE-1F-3C-2E-30
iES 6620,300434064056620,2023-06-08 01:31:44, 37° 20.33869 ', -122° 0.19429 ', 0.00, 0.0000000, 01-7B-EC-DA-91-64-59-01-F2-CB
iES 6620,300434064056620,2023-06-07 22:30:21, 37° 20.34061 ', -122° 0.19172 ', 0.00, 0.0000000, D9-3B-1D-D3-87-A1-F6-41
iES 6620,300434064056620,2023-06-07 22:30:21, 37° 20.33997 ', -122° 0.19172 ', 0.00, 0.0000000, 31-B5-E9-CC-BB-7D-C6-4E
iES 6620,300434064056620,2023-06-07 22:00:21, 37° 20.34319 ', -122° 0.19429 ', 0.00, 0.0000000, B9-A7-34-E7-23-20-35-54
iES 6620,300434064056620,2023-06-07 22:00:21, 37° 20.33997 ', -122° 0.17240 ', 0.00, 0.0000000, 59-DF-63-EE-CE-70-A5-49
iES 6620,300434064056620,2023-06-07 22:00:21, 37° 20.34061 ', -122° 0.19043 ', 0.00, 0.0000000, 4F-95-2D-64-DA-A8-92-3D
iES 6620,300434064056620,2023-06-07 21:30:21, 37° 20.34383 ', -122° 0.19558 ', 0.00, 0.0000000, 01-7B-93-95-5C-A8-FE-93-08-BA
iES 6620,300434064056620,2023-06-07 21:01:07, 37° 20.34126 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-D2-7F-AF-F8-D5-30-B5-71
iES 6620,300434064056620,2023-06-07 20:31:02, 37° 20.34061 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-E7-D1-0B-85-EC-31-70-24
iES 6620,300434064056620,2023-06-07 19:00:58, 37° 20.33997 ', -122° 0.19429 ', 0.00, 0.0000000, CB-22-1B-5D-62-0C-C6-88
iES 6620,300434064056620,2023-06-07 18:30:58, 37° 20.33997 ', -122° 0.19172 ', 0.00, 0.0000000, 31-B5-E9-CC-BB-7D-C6-4E
iES 6620,300434064056620,2023-06-07 18:00:58, 37° 20.34190 ', -122° 0.19172 ', 0.00, 0.0000000, 01-7B-6F-2B-D5-DF-93-A2-05-68


